0,1,2009-05-29 03:43:25.803119,2009-05-29 07:29:27.587919,R1
1,2,2009-05-29 07:54:02.317899,2009-05-29 07:54:04.019265,R1
2,3,2009-05-29 08:11:09.841559,2009-05-29 08:20:36.739029,R1
3,4,2009-05-29 09:51:20.997869,2009-05-29 10:03:50.924659,R1
4,4,2009-05-29 10:07:19.113719,2009-05-29 10:08:09.246579,R1
5,4,2009-05-29 10:10:28.002906,2009-05-29 10:13:02.884649,R1
6,4,2009-05-29 10:15:11.050498,2009-05-29 10:34:35.129199,R1
7,4,2009-05-29 10:53:09.082131,2009-05-29 11:06:09.008343,R1
8,4,2009-05-29 11:08:47.051163,2009-05-29 11:43:20.646919,R1
9,4,2009-05-29 11:58:54.042487,2009-05-29 12:05:54.088386,R1
10,4,2009-05-29 12:07:10.140899,2009-05-29 12:17:52.542409,R1
11,4,2009-05-29 12:24:27.381299,2009-05-29 12:33:02.374599,R1
12,4,2009-05-29 12:41:45.046232,2009-05-29 13:16:10.624229,R1
13,4,2009-05-29 13:19:59.220469,2009-05-29 14:25:51.701819,R1
14,4,2009-05-29 14:30:06.014229,2009-05-29 15:07:33.068842,R1
15,4,2009-06-01 17:35:33.065247,2009-06-01 17:37:46.079997,R1
16,4,2009-06-01 17:50:58.070611,2009-06-01 18:21:46.090716,R1
17,4,2009-06-01 18:30:28.061645,2009-06-01 18:53:47.003118,R1
18,4,2009-06-01 18:59:58.090823,2009-06-01 20:00:40.088099,R1
19,4,2009-06-01 20:06:42.035081,2009-06-01 20:28:13.017195,R1
20,4,2009-06-01 20:29:36.033392,2009-06-02 00:01:44.044027,R1
21,4,2009-06-02 00:02:26.047237,2009-06-02 00:09:40.073419,R1
22,1,2009-06-02 00:20:23.034529,2009-06-02 06:33:52.009266,R1
23,2,2009-06-02 06:34:08.093135,2009-06-02 06:34:16.025742,R1
24,4,2009-06-02 06:35:59.053396,2009-06-02 06:38:23.030326,R1
25,3,2009-06-02 06:44:36.014443,2009-06-02 06:51:36.079053,R1
26,4,2009-06-02 07:29:58.076663,2009-06-02 07:37:33.065937,R1
27,5,2009-06-02 07:43:20.043705,2009-06-02 07:46:57.043982,R2
28,4,2009-06-02 09:01:54.049925,2009-06-02 12:09:58.008249,R1
29,4,2009-06-02 12:19:04.042928,2009-06-02 12:36:01.000056,R1
30,4,2009-06-02 12:43:00.041328,2009-06-02 13:07:33.098082,R1
31,4,2009-06-02 17:21:28.003124,2009-06-02 18:35:29.093884,R1
32,4,2009-06-02 18:37:56.000379,2009-06-02 18:40:46.022214,R1
33,4,2009-06-02 18:43:08.033201,2009-06-02 18:49:39.094991,R1
34,4,2009-06-02 18:50:50.021261,2009-06-02 19:01:33.002699,R1
35,4,2009-06-02 19:08:11.038109,2009-06-02 20:44:35.063096,R1
36,4,2009-06-02 20:46:40.048111,2009-06-02 21:34:34.001987,R1
37,4,2009-06-02 21:35:42.004434,2009-06-02 23:20:13.055911,R1
